uuid,timestamp,event,dia_min,dia_max,temp_avg,check
2974,2022-03-18 14:51:48,Put Workpiece in OK Pile,,,,OK
2975,2022-03-07 13:25:40,Produce Workpiece,,,,
2975,2022-03-07 15:25:40,Measure Workpiece,2.92,4.76,,
2975,2022-03-07 17:25:40,Put Workpiece in OK Pile,,,,OK
2976,2022-03-18 17:58:57,Produce Workpiece,,,,
2976,2022-03-18 19:58:57,Measure Workpiece,2.81,4.12,,
2976,2022-03-18 21:58:57,Put Workpiece in OK Pile,,,,OK
2977,2022-03-08 18:14:47,Produce Workpiece,,,,
2977,2022-03-08 20:14:47,Measure Workpiece,2.02,4.85,,
2977,2022-03-08 22:14:47,Put Workpiece in Scrap Pile,,,,NOK
2978,2022-03-11 17:10:14,Produce Workpiece,,,,
2978,2022-03-11 19:10:14,Measure Workpiece,2.47,4.69,,
2978,2022-03-11 21:10:14,Put Workpiece in OK Pile,,,,OK
2979,2022-03-05 09:49:31,Produce Workpiece,,,,
2979,2022-03-05 11:49:31,Measure Workpiece,2.26,4.9,,
2979,2022-03-05 13:49:31,Put Workpiece in Scrap Pile,,,,NOK
2980,2022-03-15 09:42:12,Produce Workpiece,,,,
2980,2022-03-15 11:42:12,Measure Workpiece,2.09,4.37,,
2980,2022-03-15 13:42:12,Put Workpiece in Scrap Pile,,,,NOK
2981,2022-03-11 14:14:42,Produce Workpiece,,,,
2981,2022-03-11 16:14:42,Measure Workpiece,2.89,4.6,,
2981,2022-03-11 18:14:42,Put Workpiece in Scrap Pile,,,,NOK
2982,2022-03-19 12:30:57,Produce Workpiece,,,,
2982,2022-03-19 14:30:57,Measure Workpiece,2.44,4.28,,
2982,2022-03-19 16:30:57,Put Workpiece in OK Pile,,,,OK
2983,2022-03-03 09:09:47,Produce Workpiece,,,,
2983,2022-03-03 11:09:47,Measure Workpiece,2.14,4.11,,
2983,2022-03-03 13:09:47,Put Workpiece in OK Pile,,,,OK
2984,2022-03-05 10:00:14,Produce Workpiece,,,,
2984,2022-03-05 12:00:14,Measure Workpiece,2.37,4.16,,
2984,2022-03-05 14:00:14,Put Workpiece in OK Pile,,,,OK
2985,2022-03-14 18:39:37,Produce Workpiece,,,,
2985,2022-03-14 20:39:37,Measure Workpiece,2.75,4.29,,
2985,2022-03-14 22:39:37,Put Workpiece in OK Pile,,,,OK
2986,2022-03-01 15:10:48,Produce Workpiece,,,,
2986,2022-03-01 17:10:48,Measure Workpiece,2.34,4.11,,
2986,2022-03-01 19:10:48,Put Workpiece in OK Pile,,,,OK
2987,2022-03-07 09:50:25,Produce Workpiece,,,,
2987,2022-03-07 11:50:25,Measure Workpiece,2.14,4.75,,
2987,2022-03-07 13:50:25,Put Workpiece in OK Pile,,,,OK
2988,2022-03-17 10:57:02,Produce Workpiece,,,,
2988,2022-03-17 12:57:02,Measure Workpiece,2.73,4.76,,
2988,2022-03-17 14:57:02,Put Workpiece in OK Pile,,,,OK
2989,2022-03-05 17:35:11,Produce Workpiece,,,,
2989,2022-03-05 19:35:11,Measure Workpiece,2.19,4.58,,
2989,2022-03-05 21:35:11,Put Workpiece in OK Pile,,,,OK
2990,2022-03-01 08:28:00,Produce Workpiece,,,,
2990,2022-03-01 10:28:00,Measure Workpiece,2.49,4.52,,
2990,2022-03-01 12:28:00,Put Workpiece in OK Pile,,,,OK
2991,2022-03-06 16:45:50,Produce Workpiece,,,,
2991,2022-03-06 18:45:50,Measure Workpiece,2.71,4.77,,
2991,2022-03-06 20:45:50,Put Workpiece in OK Pile,,,,OK
2992,2022-03-03 08:44:15,Produce Workpiece,,,,
2992,2022-03-03 10:44:15,Measure Workpiece,2.86,4.99,,
2992,2022-03-03 12:44:15,Put Workpiece in Scrap Pile,,,,NOK
2993,2022-03-11 14:39:17,Produce Workpiece,,,,
2993,2022-03-11 16:39:17,Measure Workpiece,2.61,4.55,,
2993,2022-03-11 18:39:17,Put Workpiece in OK Pile,,,,OK
2994,2022-03-09 12:40:13,Produce Workpiece,,,,
2994,2022-03-09 14:40:13,Measure Workpiece,2.39,4.33,,
2994,2022-03-09 16:40:13,Put Workpiece in OK Pile,,,,OK
2995,2022-03-02 14:13:08,Produce Workpiece,,,,
2995,2022-03-02 16:13:08,Measure Workpiece,2.84,4.37,,
2995,2022-03-02 18:13:08,Put Workpiece in OK Pile,,,,OK
2996,2022-03-14 13:02:45,Produce Workpiece,,,,
2996,2022-03-14 15:02:45,Measure Workpiece,2.78,4.28,,
2996,2022-03-14 17:02:45,Put Workpiece in OK Pile,,,,OK
2997,2022-03-09 08:47:18,Produce Workpiece,,,,
2997,2022-03-09 10:47:18,Measure Workpiece,2.57,4.45,,
2997,2022-03-09 12:47:18,Put Workpiece in Scrap Pile,,,,NOK
2998,2022-03-19 18:40:21,Produce Workpiece,,,,
2998,2022-03-19 20:40:21,Measure Workpiece,2.25,4.41,,
2998,2022-03-19 22:40:21,Put Workpiece in OK Pile,,,,OK
2999,2022-03-08 09:26:44,Produce Workpiece,,,,
2999,2022-03-08 11:26:44,Measure Workpiece,2.67,4.66,,
2999,2022-03-08 13:26:44,Put Workpiece in OK Pile,,,,OK
3000,2022-03-04 16:15:14,Produce Workpiece,,,,
3000,2022-03-04 18:15:14,Measure Workpiece,2.65,4.63,,
3000,2022-03-04 20:15:14,Put Workpiece in OK Pile,,,,OK
3001,2022-03-04 09:00:55,Produce Workpiece,,,,
3001,2022-03-04 11:00:55,Measure Workpiece,2.8,4.73,,
3001,2022-03-04 13:00:55,Put Workpiece in OK Pile,,,,OK
3002,2022-03-16 17:58:01,Produce Workpiece,,,,
3002,2022-03-16 19:58:01,Measure Workpiece,2.69,4.49,,
3002,2022-03-16 21:58:01,Put Workpiece in OK Pile,,,,OK
3003,2022-03-14 09:13:13,Produce Workpiece,,,,
3003,2022-03-14 11:13:13,Measure Workpiece,2.76,4.18,,
3003,2022-03-14 13:13:13,Put Workpiece in OK Pile,,,,OK
3004,2022-03-09 17:16:26,Produce Workpiece,,,,
3004,2022-03-09 19:16:26,Measure Workpiece,2.14,4.21,,
3004,2022-03-09 21:16:26,Put Workpiece in Scrap Pile,,,,NOK
3005,2022-03-17 18:27:54,Produce Workpiece,,,,
3005,2022-03-17 20:27:54,Measure Workpiece,2.41,4.25,,
3005,2022-03-17 22:27:54,Put Workpiece in OK Pile,,,,OK
3006,2022-03-05 18:32:16,Produce Workpiece,,,,
3006,2022-03-05 20:32:16,Measure Workpiece,2.55,4.51,,
3006,2022-03-05 22:32:16,Put Workpiece in OK Pile,,,,OK
3007,2022-03-09 09:34:58,Produce Workpiece,,,,
3007,2022-03-09 11:34:58,Measure Workpiece,2.43,4.74,,
3007,2022-03-09 13:34:58,Put Workpiece in OK Pile,,,,OK
3008,2022-03-04 09:00:08,Produce Workpiece,,,,
3008,2022-03-04 11:00:08,Measure Workpiece,2.84,4.11,,
3008,2022-03-04 13:00:08,Put Workpiece in OK Pile,,,,OK
3009,2022-03-03 10:35:53,Produce Workpiece,,,,
3009,2022-03-03 12:35:53,Measure Workpiece,2.69,4.33,,
3009,2022-03-03 14:35:53,Put Workpiece in OK Pile,,,,OK
3010,2022-03-11 14:13:12,Produce Workpiece,,,,
3010,2022-03-11 16:13:12,Measure Workpiece,2.57,4.34,,
3010,2022-03-11 18:13:12,Put Workpiece in OK Pile,,,,OK
3011,2022-03-17 09:48:22,Produce Workpiece,,,,
3011,2022-03-17 11:48:22,Measure Workpiece,2.31,4.89,,
3011,2022-03-17 13:48:22,Put Workpiece in OK Pile,,,,OK
3012,2022-03-01 09:47:47,Produce Workpiece,,,,
3012,2022-03-01 11:47:47,Measure Workpiece,2.34,4.31,,
3012,2022-03-01 13:47:47,Put Workpiece in OK Pile,,,,OK
3013,2022-03-15 09:37:31,Produce Workpiece,,,,
3013,2022-03-15 11:37:31,Measure Workpiece,2.4,4.55,,
3013,2022-03-15 13:37:31,Put Workpiece in OK Pile,,,,OK
3014,2022-03-14 15:23:49,Produce Workpiece,,,,
3014,2022-03-14 17:23:49,Measure Workpiece,2.79,4.36,,
3014,2022-03-14 19:23:49,Put Workpiece in OK Pile,,,,OK
3015,2022-03-07 18:01:23,Produce Workpiece,,,,
3015,2022-03-07 20:01:23,Measure Workpiece,2.06,4.44,,
3015,2022-03-07 22:01:23,Put Workpiece in Scrap Pile,,,,NOK
3016,2022-03-02 18:47:01,Produce Workpiece,,,,
3016,2022-03-02 20:47:01,Measure Workpiece,2.16,4.09,,
3016,2022-03-02 22:47:01,Put Workpiece in OK Pile,,,,OK
3017,2022-03-19 15:59:14,Produce Workpiece,,,,
3017,2022-03-19 17:59:14,Measure Workpiece,2.97,4.33,,
3017,2022-03-19 19:59:14,Put Workpiece in OK Pile,,,,OK
3018,2022-03-12 11:15:18,Produce Workpiece,,,,
3018,2022-03-12 13:15:18,Measure Workpiece,2.53,4.58,,
3018,2022-03-12 15:15:18,Put Workpiece in Scrap Pile,,,,NOK
3019,2022-03-02 12:02:27,Produce Workpiece,,,,
3019,2022-03-02 14:02:27,Measure Workpiece,2.61,4.9,,
3019,2022-03-02 16:02:27,Put Workpiece in Scrap Pile,,,,NOK
3020,2022-03-18 18:38:34,Produce Workpiece,,,,
3020,2022-03-18 20:38:34,Measure Workpiece,2.06,4.25,,
3020,2022-03-18 22:38:34,Put Workpiece in Scrap Pile,,,,NOK
3021,2022-03-18 08:46:05,Produce Workpiece,,,,
3021,2022-03-18 10:46:05,Measure Workpiece,2.39,4.11,,
3021,2022-03-18 12:46:05,Put Workpiece in OK Pile,,,,OK
3022,2022-03-10 15:01:10,Produce Workpiece,,,,
3022,2022-03-10 17:01:10,Measure Workpiece,2.56,4.34,,
3022,2022-03-10 19:01:10,Put Workpiece in OK Pile,,,,OK
3023,2022-03-10 16:03:46,Produce Workpiece,,,,
3023,2022-03-10 18:03:46,Measure Workpiece,2.75,4.14,,
3023,2022-03-10 20:03:46,Put Workpiece in OK Pile,,,,OK
3024,2022-03-06 10:22:49,Produce Workpiece,,,,
3024,2022-03-06 12:22:49,Measure Workpiece,2.59,4.69,,
3024,2022-03-06 14:22:49,Put Workpiece in OK Pile,,,,OK
3025,2022-03-02 13:08:29,Produce Workpiece,,,,
3025,2022-03-02 15:08:29,Measure Workpiece,2.5,4.07,,
3025,2022-03-02 17:08:29,Put Workpiece in Scrap Pile,,,,NOK
3026,2022-03-08 17:07:34,Produce Workpiece,,,,
3026,2022-03-08 19:07:34,Measure Workpiece,2.6,4.51,,
3026,2022-03-08 21:07:34,Put Workpiece in OK Pile,,,,OK
3027,2022-03-13 11:54:32,Produce Workpiece,,,,
3027,2022-03-13 13:54:32,Measure Workpiece,2.54,4.83,,
3027,2022-03-13 15:54:32,Put Workpiece in Scrap Pile,,,,NOK
3028,2022-03-20 15:03:45,Produce Workpiece,,,,
3028,2022-03-20 17:03:45,Measure Workpiece,2.07,4.26,,
3028,2022-03-20 19:03:45,Put Workpiece in Scrap Pile,,,,NOK
3029,2022-03-02 16:02:36,Produce Workpiece,,,,
3029,2022-03-02 18:02:36,Measure Workpiece,2.47,4.85,,
3029,2022-03-02 20:02:36,Put Workpiece in OK Pile,,,,OK
3030,2022-03-09 15:08:14,Produce Workpiece,,,,
3030,2022-03-09 17:08:14,Measure Workpiece,2.61,4.52,,
3030,2022-03-09 19:08:14,Put Workpiece in OK Pile,,,,OK
3031,2022-03-12 10:52:28,Produce Workpiece,,,,
3031,2022-03-12 12:52:28,Measure Workpiece,2.28,4.45,,
3031,2022-03-12 14:52:28,Put Workpiece in OK Pile,,,,OK
3032,2022-03-13 10:32:24,Produce Workpiece,,,,
3032,2022-03-13 12:32:24,Measure Workpiece,2.22,4.62,,
3032,2022-03-13 14:32:24,Put Workpiece in OK Pile,,,,OK
3033,2022-03-08 11:02:18,Produce Workpiece,,,,
3033,2022-03-08 13:02:18,Measure Workpiece,2.38,4.86,,
3033,2022-03-08 15:02:18,Put Workpiece in OK Pile,,,,OK
3034,2022-03-09 16:19:58,Produce Workpiece,,,,
3034,2022-03-09 18:19:58,Measure Workpiece,2.27,4.72,,
3034,2022-03-09 20:19:58,Put Workpiece in OK Pile,,,,OK
3035,2022-03-20 17:04:11,Produce Workpiece,,,,
3035,2022-03-20 19:04:11,Measure Workpiece,2.07,4.53,,
3035,2022-03-20 21:04:11,Put Workpiece in Scrap Pile,,,,NOK
3036,2022-03-09 15:17:26,Produce Workpiece,,,,
3036,2022-03-09 17:17:26,Measure Workpiece,2.38,4.19,,
3036,2022-03-09 19:17:26,Put Workpiece in OK Pile,,,,OK
3037,2022-03-06 15:22:22,Produce Workpiece,,,,
3037,2022-03-06 17:22:22,Measure Workpiece,2.13,4.33,,
3037,2022-03-06 19:22:22,Put Workpiece in OK Pile,,,,OK
3038,2022-03-03 17:43:29,Produce Workpiece,,,,
3038,2022-03-03 19:43:29,Measure Workpiece,2.32,4.82,,
3038,2022-03-03 21:43:29,Put Workpiece in OK Pile,,,,OK
3039,2022-03-05 17:38:07,Produce Workpiece,,,,
3039,2022-03-05 19:38:07,Measure Workpiece,2.3,4.96,,
3039,2022-03-05 21:38:07,Put Workpiece in Scrap Pile,,,,NOK
3040,2022-03-20 12:08:34,Produce Workpiece,,,,
3040,2022-03-20 14:08:34,Measure Workpiece,2.73,4.74,,
3040,2022-03-20 16:08:34,Put Workpiece in OK Pile,,,,OK
3041,2022-03-05 08:44:33,Produce Workpiece,,,,
3041,2022-03-05 10:44:33,Measure Workpiece,2.19,4.37,,
3041,2022-03-05 12:44:33,Put Workpiece in OK Pile,,,,OK
3042,2022-03-05 15:14:41,Produce Workpiece,,,,
3042,2022-03-05 17:14:41,Measure Workpiece,2.18,4.26,,
3042,2022-03-05 19:14:41,Put Workpiece in OK Pile,,,,OK
3043,2022-03-19 15:16:15,Produce Workpiece,,,,
3043,2022-03-19 17:16:15,Measure Workpiece,2.65,4.06,,
3043,2022-03-19 19:16:15,Put Workpiece in OK Pile,,,,OK
3044,2022-03-03 12:29:13,Produce Workpiece,,,,
3044,2022-03-03 14:29:13,Measure Workpiece,2.2,4.61,,
3044,2022-03-03 16:29:13,Put Workpiece in OK Pile,,,,OK
3045,2022-03-02 13:31:56,Produce Workpiece,,,,
3045,2022-03-02 15:31:56,Measure Workpiece,2.49,4.9,,
3045,2022-03-02 17:31:56,Put Workpiece in Scrap Pile,,,,NOK
3046,2022-03-12 13:40:33,Produce Workpiece,,,,
3046,2022-03-12 15:40:33,Measure Workpiece,2.83,4.81,,
3046,2022-03-12 17:40:33,Put Workpiece in OK Pile,,,,OK
3047,2022-03-15 10:05:31,Produce Workpiece,,,,
3047,2022-03-15 12:05:31,Measure Workpiece,2.84,4.1,,
3047,2022-03-15 14:05:31,Put Workpiece in OK Pile,,,,OK
3048,2022-03-03 17:18:33,Produce Workpiece,,,,
3048,2022-03-03 19:18:33,Measure Workpiece,2.05,4.82,,
3048,2022-03-03 21:18:33,Put Workpiece in Scrap Pile,,,,NOK
3049,2022-03-12 12:21:36,Produce Workpiece,,,,
3049,2022-03-12 14:21:36,Measure Workpiece,2.47,4.86,,
3049,2022-03-12 16:21:36,Put Workpiece in OK Pile,,,,OK
3050,2022-03-17 17:25:34,Produce Workpiece,,,,
3050,2022-03-17 19:25:34,Measure Workpiece,2.32,4.77,,
3050,2022-03-17 21:25:34,Put Workpiece in OK Pile,,,,OK
3051,2022-03-13 08:22:52,Produce Workpiece,,,,
3051,2022-03-13 10:22:52,Measure Workpiece,3.0,4.01,,
3051,2022-03-13 12:22:52,Put Workpiece in OK Pile,,,,OK
3052,2022-03-20 09:25:47,Produce Workpiece,,,,
3052,2022-03-20 11:25:47,Measure Workpiece,2.43,4.77,,
3052,2022-03-20 13:25:47,Put Workpiece in OK Pile,,,,OK
3053,2022-03-13 16:10:37,Produce Workpiece,,,,
3053,2022-03-13 18:10:37,Measure Workpiece,2.56,4.09,,
3053,2022-03-13 20:10:37,Put Workpiece in OK Pile,,,,OK
3054,2022-03-20 14:08:39,Produce Workpiece,,,,
3054,2022-03-20 16:08:39,Measure Workpiece,2.06,4.14,,
3054,2022-03-20 18:08:39,Put Workpiece in Scrap Pile,,,,NOK
3055,2022-03-11 18:20:36,Produce Workpiece,,,,
3055,2022-03-11 20:20:36,Measure Workpiece,2.06,4.31,,
3055,2022-03-11 22:20:36,Put Workpiece in Scrap Pile,,,,NOK
3056,2022-03-11 09:05:55,Produce Workpiece,,,,
3056,2022-03-11 11:05:55,Measure Workpiece,2.9,4.01,,
3056,2022-03-11 13:05:55,Put Workpiece in OK Pile,,,,OK
3057,2022-03-06 12:49:08,Produce Workpiece,,,,
3057,2022-03-06 14:49:08,Measure Workpiece,2.3,4.61,,
3057,2022-03-06 16:49:08,Put Workpiece in OK Pile,,,,OK
3058,2022-03-03 14:21:08,Produce Workpiece,,,,
3058,2022-03-03 16:21:08,Measure Workpiece,2.9,4.31,,
3058,2022-03-03 18:21:08,Put Workpiece in OK Pile,,,,OK
3059,2022-03-06 10:41:30,Produce Workpiece,,,,
3059,2022-03-06 12:41:30,Measure Workpiece,2.01,4.71,,
3059,2022-03-06 14:41:30,Put Workpiece in Scrap Pile,,,,NOK
3060,2022-03-20 18:57:17,Produce Workpiece,,,,
3060,2022-03-20 20:57:17,Measure Workpiece,2.47,4.96,,
3060,2022-03-20 22:57:17,Put Workpiece in Scrap Pile,,,,NOK
3061,2022-03-15 08:52:29,Produce Workpiece,,,,
3061,2022-03-15 10:52:29,Measure Workpiece,2.66,4.28,,
3061,2022-03-15 12:52:29,Put Workpiece in OK Pile,,,,OK
3062,2022-03-20 09:09:17,Produce Workpiece,,,,
3062,2022-03-20 11:09:17,Measure Workpiece,2.85,4.69,,
3062,2022-03-20 13:09:17,Put Workpiece in Scrap Pile,,,,NOK
3063,2022-03-14 09:24:03,Produce Workpiece,,,,
3063,2022-03-14 11:24:03,Measure Workpiece,2.52,4.09,,
3063,2022-03-14 13:24:03,Put Workpiece in OK Pile,,,,OK
3064,2022-03-08 09:12:11,Produce Workpiece,,,,
3064,2022-03-08 11:12:11,Measure Workpiece,2.31,4.86,,
3064,2022-03-08 13:12:11,Put Workpiece in OK Pile,,,,OK
3065,2022-03-16 11:16:50,Produce Workpiece,,,,
3065,2022-03-16 13:16:50,Measure Workpiece,2.44,4.51,,
3065,2022-03-16 15:16:50,Put Workpiece in OK Pile,,,,OK
3066,2022-03-19 12:26:45,Produce Workpiece,,,,
3066,2022-03-19 14:26:45,Measure Workpiece,2.24,4.07,,
3066,2022-03-19 16:26:45,Put Workpiece in OK Pile,,,,OK
3067,2022-03-18 09:55:51,Produce Workpiece,,,,
3067,2022-03-18 11:55:51,Measure Workpiece,2.75,4.59,,
3067,2022-03-18 13:55:51,Put Workpiece in OK Pile,,,,OK
3068,2022-03-06 13:35:34,Produce Workpiece,,,,
3068,2022-03-06 15:35:34,Measure Workpiece,2.38,4.63,,
3068,2022-03-06 17:35:34,Put Workpiece in OK Pile,,,,OK
3069,2022-03-03 12:43:00,Produce Workpiece,,,,
3069,2022-03-03 14:43:00,Measure Workpiece,2.28,4.17,,
3069,2022-03-03 16:43:00,Put Workpiece in OK Pile,,,,OK
3070,2022-03-20 10:57:20,Produce Workpiece,,,,
3070,2022-03-20 12:57:20,Measure Workpiece,2.92,4.86,,
3070,2022-03-20 14:57:20,Put Workpiece in Scrap Pile,,,,NOK
3071,2022-03-11 12:24:16,Produce Workpiece,,,,
3071,2022-03-11 14:24:16,Measure Workpiece,2.74,4.52,,
3071,2022-03-11 16:24:16,Put Workpiece in OK Pile,,,,OK
3072,2022-03-15 08:40:24,Produce Workpiece,,,,
3072,2022-03-15 10:40:24,Measure Workpiece,2.18,4.06,,
3072,2022-03-15 12:40:24,Put Workpiece in OK Pile,,,,OK
3073,2022-03-02 15:28:45,Produce Workpiece,,,,
3073,2022-03-02 17:28:45,Measure Workpiece,2.78,4.35,,
3073,2022-03-02 19:28:45,Put Workpiece in OK Pile,,,,OK
3074,2022-03-18 18:15:29,Produce Workpiece,,,,
3074,2022-03-18 20:15:29,Measure Workpiece,2.98,4.9,,
3074,2022-03-18 22:15:29,Put Workpiece in Scrap Pile,,,,NOK
3075,2022-03-07 18:28:39,Produce Workpiece,,,,
3075,2022-03-07 20:28:39,Measure Workpiece,2.73,4.53,,
3075,2022-03-07 22:28:39,Put Workpiece in OK Pile,,,,OK
3076,2022-03-13 13:24:47,Produce Workpiece,,,,
3076,2022-03-13 15:24:47,Measure Workpiece,2.96,4.48,,
3076,2022-03-13 17:24:47,Put Workpiece in OK Pile,,,,OK
3077,2022-03-20 09:47:30,Produce Workpiece,,,,
3077,2022-03-20 11:47:30,Measure Workpiece,2.07,4.66,,
3077,2022-03-20 13:47:30,Put Workpiece in Scrap Pile,,,,NOK
3078,2022-03-14 08:56:49,Produce Workpiece,,,,
3078,2022-03-14 10:56:49,Measure Workpiece,2.05,4.36,,
3078,2022-03-14 12:56:49,Put Workpiece in Scrap Pile,,,,NOK
3079,2022-03-05 10:52:26,Produce Workpiece,,,,
3079,2022-03-05 12:52:26,Measure Workpiece,2.01,4.04,,
3079,2022-03-05 14:52:26,Put Workpiece in Scrap Pile,,,,NOK
3080,2022-03-19 15:47:27,Produce Workpiece,,,,
3080,2022-03-19 17:47:27,Measure Workpiece,2.01,4.22,,
3080,2022-03-19 19:47:27,Put Workpiece in Scrap Pile,,,,NOK
3081,2022-03-13 16:03:55,Produce Workpiece,,,,
3081,2022-03-13 18:03:55,Measure Workpiece,2.11,4.41,,
3081,2022-03-13 20:03:55,Put Workpiece in OK Pile,,,,OK
3082,2022-03-09 16:06:24,Produce Workpiece,,,,
3082,2022-03-09 18:06:24,Measure Workpiece,2.04,4.62,,
3082,2022-03-09 20:06:24,Put Workpiece in Scrap Pile,,,,NOK
3083,2022-03-02 14:48:10,Produce Workpiece,,,,
3083,2022-03-02 16:48:10,Measure Workpiece,2.22,4.97,,
3083,2022-03-02 18:48:10,Put Workpiece in Scrap Pile,,,,NOK
3084,2022-03-02 14:47:00,Produce Workpiece,,,,
3084,2022-03-02 16:47:00,Measure Workpiece,2.69,4.53,,
3084,2022-03-02 18:47:00,Put Workpiece in OK Pile,,,,OK
3085,2022-03-06 15:05:29,Produce Workpiece,,,,
3085,2022-03-06 17:05:29,Measure Workpiece,2.68,4.62,,
3085,2022-03-06 19:05:29,Put Workpiece in OK Pile,,,,OK
3086,2022-03-12 16:05:38,Produce Workpiece,,,,
3086,2022-03-12 18:05:38,Measure Workpiece,2.29,4.92,,
3086,2022-03-12 20:05:38,Put Workpiece in Scrap Pile,,,,NOK
3087,2022-03-03 17:06:33,Produce Workpiece,,,,
3087,2022-03-03 19:06:33,Measure Workpiece,2.43,4.21,,
3087,2022-03-03 21:06:33,Put Workpiece in OK Pile,,,,OK
3088,2022-03-13 14:05:46,Produce Workpiece,,,,
3088,2022-03-13 16:05:46,Measure Workpiece,2.22,4.98,,
3088,2022-03-13 18:05:46,Put Workpiece in Scrap Pile,,,,NOK
3089,2022-03-06 08:54:15,Produce Workpiece,,,,
3089,2022-03-06 10:54:15,Measure Workpiece,2.24,4.23,,
3089,2022-03-06 12:54:15,Put Workpiece in Scrap Pile,,,,NOK
3090,2022-03-11 15:03:15,Produce Workpiece,,,,
3090,2022-03-11 17:03:15,Measure Workpiece,2.99,4.34,,
3090,2022-03-11 19:03:15,Put Workpiece in OK Pile,,,,OK
3091,2022-03-13 18:26:32,Produce Workpiece,,,,
3091,2022-03-13 20:26:32,Measure Workpiece,2.03,4.2,,
3091,2022-03-13 22:26:32,Put Workpiece in Scrap Pile,,,,NOK
3092,2022-03-08 18:16:11,Produce Workpiece,,,,
3092,2022-03-08 20:16:11,Measure Workpiece,2.26,4.83,,
3092,2022-03-08 22:16:11,Put Workpiece in OK Pile,,,,OK
3093,2022-03-09 10:32:01,Produce Workpiece,,,,
3093,2022-03-09 12:32:01,Measure Workpiece,2.41,4.46,,
3093,2022-03-09 14:32:01,Put Workpiece in OK Pile,,,,OK
3094,2022-03-04 13:24:32,Produce Workpiece,,,,
3094,2022-03-04 15:24:32,Measure Workpiece,2.3,4.96,,
3094,2022-03-04 17:24:32,Put Workpiece in Scrap Pile,,,,NOK
3095,2022-03-20 17:08:09,Produce Workpiece,,,,
3095,2022-03-20 19:08:09,Measure Workpiece,2.04,4.05,,
3095,2022-03-20 21:08:09,Put Workpiece in Scrap Pile,,,,NOK
3096,2022-03-19 12:09:48,Produce Workpiece,,,,
3096,2022-03-19 14:09:48,Measure Workpiece,2.74,4.28,,
3096,2022-03-19 16:09:48,Put Workpiece in OK Pile,,,,OK
3097,2022-03-12 18:40:03,Produce Workpiece,,,,
3097,2022-03-12 20:40:03,Measure Workpiece,2.74,4.8,,
3097,2022-03-12 22:40:03,Put Workpiece in OK Pile,,,,OK
3098,2022-03-04 18:20:00,Produce Workpiece,,,,
3098,2022-03-04 20:20:00,Measure Workpiece,2.72,4.12,,
3098,2022-03-04 22:20:00,Put Workpiece in OK Pile,,,,OK
3099,2022-03-15 17:10:26,Produce Workpiece,,,,
3099,2022-03-15 19:10:26,Measure Workpiece,2.45,4.36,,
3099,2022-03-15 21:10:26,Put Workpiece in OK Pile,,,,OK
3100,2022-03-03 15:30:44,Produce Workpiece,,,,
3100,2022-03-03 17:30:44,Measure Workpiece,2.22,4.32,,
3100,2022-03-03 19:30:44,Put Workpiece in OK Pile,,,,OK
3101,2022-03-01 14:37:44,Produce Workpiece,,,,
3101,2022-03-01 16:37:44,Measure Workpiece,2.46,4.79,,
3101,2022-03-01 18:37:44,Put Workpiece in OK Pile,,,,OK
3102,2022-03-08 10:38:06,Produce Workpiece,,,,
3102,2022-03-08 12:38:06,Measure Workpiece,2.13,4.24,,
3102,2022-03-08 14:38:06,Put Workpiece in OK Pile,,,,OK
3103,2022-03-09 18:34:11,Produce Workpiece,,,,
3103,2022-03-09 20:34:11,Measure Workpiece,2.97,4.75,,
3103,2022-03-09 22:34:11,Put Workpiece in OK Pile,,,,OK
3104,2022-03-12 15:16:13,Produce Workpiece,,,,
3104,2022-03-12 17:16:13,Measure Workpiece,2.05,4.73,,
3104,2022-03-12 19:16:13,Put Workpiece in Scrap Pile,,,,NOK
3105,2022-03-20 09:43:19,Produce Workpiece,,,,
3105,2022-03-20 11:43:19,Measure Workpiece,2.28,4.03,,
3105,2022-03-20 13:43:19,Put Workpiece in OK Pile,,,,OK
3106,2022-03-03 16:47:10,Produce Workpiece,,,,
3106,2022-03-03 18:47:10,Measure Workpiece,2.15,4.55,,
3106,2022-03-03 20:47:10,Put Workpiece in OK Pile,,,,OK
3107,2022-03-15 09:33:16,Produce Workpiece,,,,
3107,2022-03-15 11:33:16,Measure Workpiece,2.65,4.43,,
3107,2022-03-15 13:33:16,Put Workpiece in OK Pile,,,,OK
3108,2022-03-14 09:31:08,Produce Workpiece,,,,
3108,2022-03-14 11:31:08,Measure Workpiece,2.73,4.03,,
3108,2022-03-14 13:31:08,Put Workpiece in OK Pile,,,,OK
3109,2022-03-03 17:30:02,Produce Workpiece,,,,
3109,2022-03-03 19:30:02,Measure Workpiece,2.6,4.92,,
3109,2022-03-03 21:30:02,Put Workpiece in Scrap Pile,,,,NOK
3110,2022-03-07 14:17:52,Produce Workpiece,,,,
3110,2022-03-07 16:17:52,Measure Workpiece,2.5,4.87,,
3110,2022-03-07 18:17:52,Put Workpiece in OK Pile,,,,OK
3111,2022-03-04 10:10:04,Produce Workpiece,,,,
3111,2022-03-04 12:10:04,Measure Workpiece,2.7,4.02,,
3111,2022-03-04 14:10:04,Put Workpiece in OK Pile,,,,OK
3112,2022-03-19 09:08:09,Produce Workpiece,,,,
3112,2022-03-19 11:08:09,Measure Workpiece,3.0,4.13,,
3112,2022-03-19 13:08:09,Put Workpiece in OK Pile,,,,OK
