uuid,timestamp,event,hotel_bookings,price_category
1925001103560,2035-05-26 19:07:55,Guest request,,
1925001103560,2035-05-27 05:07:55,Premium prices,88,premium
1925001103560,2035-05-27 15:07:55,Send offer,,
1925280863690,2035-05-28 01:07:55,Guest request,,
1925280863690,2035-05-28 11:07:55,Premium prices,67,premium
1925280863690,2035-05-28 21:07:55,Send offer,,
1925646743367,2035-05-29 07:07:55,Guest request,,
1925646743367,2035-05-29 17:07:55,Standard prices,26,standard
1925646743367,2035-05-30 03:07:55,Send offer,,
1925936990101,2035-05-30 13:07:55,Guest request,,
1925936990101,2035-05-30 23:07:55,Standard prices,34,standard
1925936990101,2035-05-31 09:07:55,Send offer,,
1926661953721,2035-05-31 19:07:55,Guest request,,
1926661953721,2035-06-01 05:07:55,Premium prices,84,premium
1926661953721,2035-06-01 15:07:55,Send offer,,
1927020228819,2035-06-02 01:07:55,Guest request,,
1927020228819,2035-06-02 11:07:55,Premium prices,77,premium
1927020228819,2035-06-02 21:07:55,Send offer,,
1927839745800,2035-06-03 07:07:55,Guest request,,
1927839745800,2035-06-03 17:07:55,Premium prices,78,premium
1927839745800,2035-06-04 03:07:55,Send offer,,
1928762421037,2035-06-04 13:07:55,Guest request,,
1928762421037,2035-06-04 23:07:55,Standard prices,25,standard
1928762421037,2035-06-05 09:07:55,Send offer,,
1929623413947,2035-06-05 19:07:55,Guest request,,
1929623413947,2035-06-06 05:07:55,Premium prices,94,premium
1929623413947,2035-06-06 15:07:55,Send offer,,
1930078833826,2035-06-07 01:07:55,Guest request,,
1930078833826,2035-06-07 11:07:55,Standard prices,19,standard
1930078833826,2035-06-07 21:07:55,Send offer,,
1931018286201,2035-06-08 07:07:55,Guest request,,
1931018286201,2035-06-08 17:07:55,Standard prices,60,standard
1931018286201,2035-06-09 03:07:55,Send offer,,
1931556480058,2035-06-09 13:07:55,Guest request,,
1931556480058,2035-06-09 23:07:55,Premium prices,67,premium
1931556480058,2035-06-10 09:07:55,Send offer,,
1932312749775,2035-06-10 19:07:55,Guest request,,
1932312749775,2035-06-11 05:07:55,Premium prices,75,premium
1932312749775,2035-06-11 15:07:55,Send offer,,
1933001491932,2035-06-12 01:07:55,Guest request,,
1933001491932,2035-06-12 11:07:55,Standard prices,23,standard
1933001491932,2035-06-12 21:07:55,Send offer,,
1933831390229,2035-06-13 07:07:55,Guest request,,
1933831390229,2035-06-13 17:07:55,Premium prices,70,premium
1933831390229,2035-06-14 03:07:55,Send offer,,
1934606620100,2035-06-14 13:07:55,Guest request,,
1934606620100,2035-06-14 23:07:55,Standard prices,28,standard
1934606620100,2035-06-15 09:07:55,Send offer,,
1935518558220,2035-06-15 19:07:55,Guest request,,
1935518558220,2035-06-16 05:07:55,Standard prices,55,standard
1935518558220,2035-06-16 15:07:55,Send offer,,
1936062546955,2035-06-17 01:07:55,Guest request,,
1936062546955,2035-06-17 11:07:55,Standard prices,35,standard
1936062546955,2035-06-17 21:07:55,Send offer,,
1936777569236,2035-06-18 07:07:55,Guest request,,
1936777569236,2035-06-18 17:07:55,Standard prices,22,standard
1936777569236,2035-06-19 03:07:55,Send offer,,
1936920642839,2035-06-19 13:07:55,Guest request,,
1936920642839,2035-06-19 23:07:55,Premium prices,74,premium
1936920642839,2035-06-20 09:07:55,Send offer,,
1937242836181,2035-06-20 19:07:55,Guest request,,
1937242836181,2035-06-21 05:07:55,Premium prices,87,premium
1937242836181,2035-06-21 15:07:55,Send offer,,
1938097602342,2035-06-22 01:07:55,Guest request,,
1938097602342,2035-06-22 11:07:55,Premium prices,82,premium
1938097602342,2035-06-22 21:07:55,Send offer,,
1938537077586,2035-06-23 07:07:55,Guest request,,
1938537077586,2035-06-23 17:07:55,Premium prices,67,premium
1938537077586,2035-06-24 03:07:55,Send offer,,
1939062303847,2035-06-24 13:07:55,Guest request,,
1939062303847,2035-06-24 23:07:55,Standard prices,21,standard
1939062303847,2035-06-25 09:07:55,Send offer,,
1939497174258,2035-06-25 19:07:55,Guest request,,
1939497174258,2035-06-26 05:07:55,Premium prices,94,premium
1939497174258,2035-06-26 15:07:55,Send offer,,
1939692189436,2035-06-27 01:07:55,Guest request,,
1939692189436,2035-06-27 11:07:55,Premium prices,62,premium
1939692189436,2035-06-27 21:07:55,Send offer,,
1940117222444,2035-06-28 07:07:55,Guest request,,
1940117222444,2035-06-28 17:07:55,Standard prices,46,standard
1940117222444,2035-06-29 03:07:55,Send offer,,
1940786304998,2035-06-29 13:07:55,Guest request,,
1940786304998,2035-06-29 23:07:55,Premium prices,93,premium
1940786304998,2035-06-30 09:07:55,Send offer,,
1941179901223,2035-06-30 19:07:55,Guest request,,
1941179901223,2035-07-01 05:07:55,Standard prices,60,standard
1941179901223,2035-07-01 15:07:55,Send offer,,
1941471227107,2035-07-02 01:07:55,Guest request,,
1941471227107,2035-07-02 11:07:55,Standard prices,54,standard
1941471227107,2035-07-02 21:07:55,Send offer,,
1942280627386,2035-07-03 07:07:55,Guest request,,
1942280627386,2035-07-03 17:07:55,Standard prices,22,standard
1942280627386,2035-07-04 03:07:55,Send offer,,
1942347125735,2035-07-04 13:07:55,Guest request,,
1942347125735,2035-07-04 23:07:55,Standard prices,49,standard
1942347125735,2035-07-05 09:07:55,Send offer,,
1942762194719,2035-07-05 19:07:55,Guest request,,
1942762194719,2035-07-06 05:07:55,Standard prices,31,standard
1942762194719,2035-07-06 15:07:55,Send offer,,
1942765159255,2035-07-07 01:07:55,Guest request,,
1942765159255,2035-07-07 11:07:55,Standard prices,49,standard
1942765159255,2035-07-07 21:07:55,Send offer,,
1943074652560,2035-07-08 07:07:55,Guest request,,
1943074652560,2035-07-08 17:07:55,Premium prices,79,premium
1943074652560,2035-07-09 03:07:55,Send offer,,
1943474691339,2035-07-09 13:07:55,Guest request,,
1943474691339,2035-07-09 23:07:55,Premium prices,85,premium
1943474691339,2035-07-10 09:07:55,Send offer,,
1944024135857,2035-07-10 19:07:55,Guest request,,
1944024135857,2035-07-11 05:07:55,Standard prices,11,standard
1944024135857,2035-07-11 15:07:55,Send offer,,
1944909890466,2035-07-12 01:07:55,Guest request,,
1944909890466,2035-07-12 11:07:55,Standard prices,60,standard
1944909890466,2035-07-12 21:07:55,Send offer,,
1945733491737,2035-07-13 07:07:55,Guest request,,
1945733491737,2035-07-13 17:07:55,Premium prices,81,premium
1945733491737,2035-07-14 03:07:55,Send offer,,
1946342796167,2035-07-14 13:07:55,Guest request,,
1946342796167,2035-07-14 23:07:55,Standard prices,40,standard
1946342796167,2035-07-15 09:07:55,Send offer,,
1946861864020,2035-07-15 19:07:55,Guest request,,
1946861864020,2035-07-16 05:07:55,Standard prices,37,standard
1946861864020,2035-07-16 15:07:55,Send offer,,
1947235224763,2035-07-17 01:07:55,Guest request,,
1947235224763,2035-07-17 11:07:55,Premium prices,85,premium
1947235224763,2035-07-17 21:07:55,Send offer,,
1948118275752,2035-07-18 07:07:55,Guest request,,
1948118275752,2035-07-18 17:07:55,Premium prices,100,premium
1948118275752,2035-07-19 03:07:55,Send offer,,
1948898901576,2035-07-19 13:07:55,Guest request,,
1948898901576,2035-07-19 23:07:55,Standard prices,23,standard
1948898901576,2035-07-20 09:07:55,Send offer,,
1949045516626,2035-07-20 19:07:55,Guest request,,
1949045516626,2035-07-21 05:07:55,Standard prices,56,standard
1949045516626,2035-07-21 15:07:55,Send offer,,
1949969942917,2035-07-22 01:07:55,Guest request,,
1949969942917,2035-07-22 11:07:55,Standard prices,55,standard
1949969942917,2035-07-22 21:07:55,Send offer,,
1950513303539,2035-07-23 07:07:55,Guest request,,
1950513303539,2035-07-23 17:07:55,Standard prices,55,standard
1950513303539,2035-07-24 03:07:55,Send offer,,
1950842815021,2035-07-24 13:07:55,Guest request,,
1950842815021,2035-07-24 23:07:55,Premium prices,75,premium
1950842815021,2035-07-25 09:07:55,Send offer,,
1951545716033,2035-07-25 19:07:55,Guest request,,
1951545716033,2035-07-26 05:07:55,Standard prices,56,standard
1951545716033,2035-07-26 15:07:55,Send offer,,
1951821142793,2035-07-27 01:07:55,Guest request,,
1951821142793,2035-07-27 11:07:55,Standard prices,36,standard
1951821142793,2035-07-27 21:07:55,Send offer,,
1951924565573,2035-07-28 07:07:55,Guest request,,
1951924565573,2035-07-28 17:07:55,Premium prices,63,premium
1951924565573,2035-07-29 03:07:55,Send offer,,
1952060898887,2035-07-29 13:07:55,Guest request,,
1952060898887,2035-07-29 23:07:55,Standard prices,43,standard
1952060898887,2035-07-30 09:07:55,Send offer,,
1952987655423,2035-07-30 19:07:55,Guest request,,
1952987655423,2035-07-31 05:07:55,Standard prices,53,standard
1952987655423,2035-07-31 15:07:55,Send offer,,
1953786719728,2035-08-01 01:07:55,Guest request,,
1953786719728,2035-08-01 11:07:55,Standard prices,31,standard
1953786719728,2035-08-01 21:07:55,Send offer,,
1954283957924,2035-08-02 07:07:55,Guest request,,
1954283957924,2035-08-02 17:07:55,Premium prices,69,premium
1954283957924,2035-08-03 03:07:55,Send offer,,
1954673370524,2035-08-03 13:07:55,Guest request,,
1954673370524,2035-08-03 23:07:55,Standard prices,19,standard
1954673370524,2035-08-04 09:07:55,Send offer,,
1955171395428,2035-08-04 19:07:55,Guest request,,
1955171395428,2035-08-05 05:07:55,Premium prices,100,premium
1955171395428,2035-08-05 15:07:55,Send offer,,
1955997485974,2035-08-06 01:07:55,Guest request,,
1955997485974,2035-08-06 11:07:55,Premium prices,78,premium
1955997485974,2035-08-06 21:07:55,Send offer,,
1956063964354,2035-08-07 07:07:55,Guest request,,
1956063964354,2035-08-07 17:07:55,Premium prices,93,premium
1956063964354,2035-08-08 03:07:55,Send offer,,
1957015912568,2035-08-08 13:07:55,Guest request,,
1957015912568,2035-08-08 23:07:55,Standard prices,31,standard
1957015912568,2035-08-09 09:07:55,Send offer,,
1957215314657,2035-08-09 19:07:55,Guest request,,
1957215314657,2035-08-10 05:07:55,Premium prices,84,premium
1957215314657,2035-08-10 15:07:55,Send offer,,
1957874706580,2035-08-11 01:07:55,Guest request,,
1957874706580,2035-08-11 11:07:55,Standard prices,10,standard
1957874706580,2035-08-11 21:07:55,Send offer,,
1958838309949,2035-08-12 07:07:55,Guest request,,
1958838309949,2035-08-12 17:07:55,Standard prices,49,standard
1958838309949,2035-08-13 03:07:55,Send offer,,
1959267354209,2035-08-13 13:07:55,Guest request,,
1959267354209,2035-08-13 23:07:55,Standard prices,38,standard
1959267354209,2035-08-14 09:07:55,Send offer,,
1960055968762,2035-08-14 19:07:55,Guest request,,
1960055968762,2035-08-15 05:07:55,Premium prices,98,premium
1960055968762,2035-08-15 15:07:55,Send offer,,
1960199279070,2035-08-16 01:07:55,Guest request,,
1960199279070,2035-08-16 11:07:55,Premium prices,66,premium
1960199279070,2035-08-16 21:07:55,Send offer,,
1960230168424,2035-08-17 07:07:55,Guest request,,
1960230168424,2035-08-17 17:07:55,Premium prices,69,premium
1960230168424,2035-08-18 03:07:55,Send offer,,
1960517292516,2035-08-18 13:07:55,Guest request,,
1960517292516,2035-08-18 23:07:55,Standard prices,20,standard
1960517292516,2035-08-19 09:07:55,Send offer,,
1961200805859,2035-08-19 19:07:55,Guest request,,
1961200805859,2035-08-20 05:07:55,Premium prices,83,premium
1961200805859,2035-08-20 15:07:55,Send offer,,
1961915442270,2035-08-21 01:07:55,Guest request,,
1961915442270,2035-08-21 11:07:55,Premium prices,79,premium
1961915442270,2035-08-21 21:07:55,Send offer,,
1962712453891,2035-08-22 07:07:55,Guest request,,
1962712453891,2035-08-22 17:07:55,Standard prices,34,standard
1962712453891,2035-08-23 03:07:55,Send offer,,
1963702343757,2035-08-23 13:07:55,Guest request,,
1963702343757,2035-08-23 23:07:55,Standard prices,43,standard
1963702343757,2035-08-24 09:07:55,Send offer,,
1964665955642,2035-08-24 19:07:55,Guest request,,
1964665955642,2035-08-25 05:07:55,Premium prices,80,premium
1964665955642,2035-08-25 15:07:55,Send offer,,
1965653196645,2035-08-26 01:07:55,Guest request,,
1965653196645,2035-08-26 11:07:55,Premium prices,89,premium
1965653196645,2035-08-26 21:07:55,Send offer,,
1966648478685,2035-08-27 07:07:55,Guest request,,
1966648478685,2035-08-27 17:07:55,Premium prices,62,premium
1966648478685,2035-08-28 03:07:55,Send offer,,
1966914211556,2035-08-28 13:07:55,Guest request,,
1966914211556,2035-08-28 23:07:55,Standard prices,20,standard
1966914211556,2035-08-29 09:07:55,Send offer,,
1967591814428,2035-08-29 19:07:55,Guest request,,
1967591814428,2035-08-30 05:07:55,Standard prices,10,standard
1967591814428,2035-08-30 15:07:55,Send offer,,
1967738241624,2035-08-31 01:07:55,Guest request,,
1967738241624,2035-08-31 11:07:55,Standard prices,30,standard
1967738241624,2035-08-31 21:07:55,Send offer,,
1968152185885,2035-09-01 07:07:55,Guest request,,
1968152185885,2035-09-01 17:07:55,Standard prices,35,standard
1968152185885,2035-09-02 03:07:55,Send offer,,
1968343137504,2035-09-02 13:07:55,Guest request,,
1968343137504,2035-09-02 23:07:55,Premium prices,75,premium
1968343137504,2035-09-03 09:07:55,Send offer,,
1969292637063,2035-09-03 19:07:55,Guest request,,
1969292637063,2035-09-04 05:07:55,Standard prices,11,standard
1969292637063,2035-09-04 15:07:55,Send offer,,
1970227771092,2035-09-05 01:07:55,Guest request,,
1970227771092,2035-09-05 11:07:55,Premium prices,93,premium
1970227771092,2035-09-05 21:07:55,Send offer,,
1971031621066,2035-09-06 07:07:55,Guest request,,
1971031621066,2035-09-06 17:07:55,Premium prices,66,premium
1971031621066,2035-09-07 03:07:55,Send offer,,
1971421401956,2035-09-07 13:07:55,Guest request,,
1971421401956,2035-09-07 23:07:55,Premium prices,79,premium
1971421401956,2035-09-08 09:07:55,Send offer,,
1971629863963,2035-09-08 19:07:55,Guest request,,
1971629863963,2035-09-09 05:07:55,Premium prices,61,premium
1971629863963,2035-09-09 15:07:55,Send offer,,
1971804384765,2035-09-10 01:07:55,Guest request,,
1971804384765,2035-09-10 11:07:55,Premium prices,96,premium
1971804384765,2035-09-10 21:07:55,Send offer,,
1972304207437,2035-09-11 07:07:55,Guest request,,
1972304207437,2035-09-11 17:07:55,Premium prices,96,premium
1972304207437,2035-09-12 03:07:55,Send offer,,
1972537888025,2035-09-12 13:07:55,Guest request,,
1972537888025,2035-09-12 23:07:55,Premium prices,70,premium
1972537888025,2035-09-13 09:07:55,Send offer,,
1973022603089,2035-09-13 19:07:55,Guest request,,
1973022603089,2035-09-14 05:07:55,Standard prices,21,standard
1973022603089,2035-09-14 15:07:55,Send offer,,
1973164501663,2035-09-15 01:07:55,Guest request,,
1973164501663,2035-09-15 11:07:55,Standard prices,27,standard
1973164501663,2035-09-15 21:07:55,Send offer,,
1973627060577,2035-09-16 07:07:55,Guest request,,
1973627060577,2035-09-16 17:07:55,Premium prices,67,premium
1973627060577,2035-09-17 03:07:55,Send offer,,
1974237752001,2035-09-17 13:07:55,Guest request,,
1974237752001,2035-09-17 23:07:55,Standard prices,32,standard
1974237752001,2035-09-18 09:07:55,Send offer,,
1974789907256,2035-09-18 19:07:55,Guest request,,
1974789907256,2035-09-19 05:07:55,Premium prices,66,premium
1974789907256,2035-09-19 15:07:55,Send offer,,
1975525464219,2035-09-20 01:07:55,Guest request,,
1975525464219,2035-09-20 11:07:55,Standard prices,16,standard
1975525464219,2035-09-20 21:07:55,Send offer,,
1976449953670,2035-09-21 07:07:55,Guest request,,
1976449953670,2035-09-21 17:07:55,Standard prices,25,standard
1976449953670,2035-09-22 03:07:55,Send offer,,
1977347062937,2035-09-22 13:07:55,Guest request,,
1977347062937,2035-09-22 23:07:55,Premium prices,63,premium
1977347062937,2035-09-23 09:07:55,Send offer,,
1977431210234,2035-09-23 19:07:55,Guest request,,
1977431210234,2035-09-24 05:07:55,Standard prices,31,standard
1977431210234,2035-09-24 15:07:55,Send offer,,
1978384110459,2035-09-25 01:07:55,Guest request,,
1978384110459,2035-09-25 11:07:55,Standard prices,25,standard
1978384110459,2035-09-25 21:07:55,Send offer,,
1979220767898,2035-09-26 07:07:55,Guest request,,
1979220767898,2035-09-26 17:07:55,Standard prices,34,standard
1979220767898,2035-09-27 03:07:55,Send offer,,
1979949283995,2035-09-27 13:07:55,Guest request,,
1979949283995,2035-09-27 23:07:55,Standard prices,15,standard
1979949283995,2035-09-28 09:07:55,Send offer,,
1980350372569,2035-09-28 19:07:55,Guest request,,
1980350372569,2035-09-29 05:07:55,Standard prices,10,standard
1980350372569,2035-09-29 15:07:55,Send offer,,
1980445419406,2035-09-30 01:07:55,Guest request,,
1980445419406,2035-09-30 11:07:55,Standard prices,44,standard
1980445419406,2035-09-30 21:07:55,Send offer,,
1980484406255,2035-10-01 07:07:55,Guest request,,
1980484406255,2035-10-01 17:07:55,Standard prices,52,standard
1980484406255,2035-10-02 03:07:55,Send offer,,
1980503353696,2035-10-02 13:07:55,Guest request,,
1980503353696,2035-10-02 23:07:55,Premium prices,75,premium
1980503353696,2035-10-03 09:07:55,Send offer,,
1981459937079,2035-10-03 19:07:55,Guest request,,
1981459937079,2035-10-04 05:07:55,Standard prices,60,standard
1981459937079,2035-10-04 15:07:55,Send offer,,
1981603549182,2035-10-05 01:07:55,Guest request,,
1981603549182,2035-10-05 11:07:55,Premium prices,79,premium
1981603549182,2035-10-05 21:07:55,Send offer,,
1981667670665,2035-10-06 07:07:55,Guest request,,
1981667670665,2035-10-06 17:07:55,Premium prices,89,premium
1981667670665,2035-10-07 03:07:55,Send offer,,
1982581043608,2035-10-07 13:07:55,Guest request,,
1982581043608,2035-10-07 23:07:55,Premium prices,88,premium
1982581043608,2035-10-08 09:07:55,Send offer,,
1983308422795,2035-10-08 19:07:55,Guest request,,
1983308422795,2035-10-09 05:07:55,Standard prices,18,standard
1983308422795,2035-10-09 15:07:55,Send offer,,
1983876281361,2035-10-10 01:07:55,Guest request,,
1983876281361,2035-10-10 11:07:55,Premium prices,86,premium
1983876281361,2035-10-10 21:07:55,Send offer,,
1984339019404,2035-10-11 07:07:55,Guest request,,
1984339019404,2035-10-11 17:07:55,Standard prices,21,standard
1984339019404,2035-10-12 03:07:55,Send offer,,
1984359659770,2035-10-12 13:07:55,Guest request,,
1984359659770,2035-10-12 23:07:55,Premium prices,67,premium
1984359659770,2035-10-13 09:07:55,Send offer,,
1985117108191,2035-10-13 19:07:55,Guest request,,
1985117108191,2035-10-14 05:07:55,Standard prices,25,standard
1985117108191,2035-10-14 15:07:55,Send offer,,
1985307788111,2035-10-15 01:07:55,Guest request,,
1985307788111,2035-10-15 11:07:55,Premium prices,71,premium
1985307788111,2035-10-15 21:07:55,Send offer,,
1985338439509,2035-10-16 07:07:55,Guest request,,
1985338439509,2035-10-16 17:07:55,Standard prices,52,standard
1985338439509,2035-10-17 03:07:55,Send offer,,
1985543938864,2035-10-17 13:07:55,Guest request,,
1985543938864,2035-10-17 23:07:55,Standard prices,20,standard
1985543938864,2035-10-18 09:07:55,Send offer,,
1986408061447,2035-10-18 19:07:55,Guest request,,
1986408061447,2035-10-19 05:07:55,Premium prices,73,premium
1986408061447,2035-10-19 15:07:55,Send offer,,
1986812257337,2035-10-20 01:07:55,Guest request,,
1986812257337,2035-10-20 11:07:55,Standard prices,22,standard
1986812257337,2035-10-20 21:07:55,Send offer,,
1986923487515,2035-10-21 07:07:55,Guest request,,
1986923487515,2035-10-21 17:07:55,Standard prices,57,standard
1986923487515,2035-10-22 03:07:55,Send offer,,
1987645892956,2035-10-22 13:07:55,Guest request,,
1987645892956,2035-10-22 23:07:55,Premium prices,89,premium
1987645892956,2035-10-23 09:07:55,Send offer,,
1988495862288,2035-10-23 19:07:55,Guest request,,
1988495862288,2035-10-24 05:07:55,Standard prices,50,standard
1988495862288,2035-10-24 15:07:55,Send offer,,
1989011260632,2035-10-25 01:07:55,Guest request,,
1989011260632,2035-10-25 11:07:55,Premium prices,97,premium
1989011260632,2035-10-25 21:07:55,Send offer,,
1989522547544,2035-10-26 07:07:55,Guest request,,
1989522547544,2035-10-26 17:07:55,Premium prices,78,premium
1989522547544,2035-10-27 03:07:55,Send offer,,
1990069324763,2035-10-27 13:07:55,Guest request,,
1990069324763,2035-10-27 23:07:55,Premium prices,86,premium
1990069324763,2035-10-28 09:07:55,Send offer,,
1990765991711,2035-10-28 19:07:55,Guest request,,
1990765991711,2035-10-29 05:07:55,Standard prices,32,standard
1990765991711,2035-10-29 15:07:55,Send offer,,
1990919948172,2035-10-30 01:07:55,Guest request,,
1990919948172,2035-10-30 11:07:55,Premium prices,86,premium
1990919948172,2035-10-30 21:07:55,Send offer,,
1991719542985,2035-10-31 07:07:55,Guest request,,
1991719542985,2035-10-31 17:07:55,Premium prices,92,premium
1991719542985,2035-11-01 03:07:55,Send offer,,
1991730902900,2035-11-01 13:07:55,Guest request,,
1991730902900,2035-11-01 23:07:55,Standard prices,31,standard
1991730902900,2035-11-02 09:07:55,Send offer,,
1992371687773,2035-11-02 19:07:55,Guest request,,
1992371687773,2035-11-03 05:07:55,Standard prices,52,standard
1992371687773,2035-11-03 15:07:55,Send offer,,
1993022915656,2035-11-04 01:07:55,Guest request,,
1993022915656,2035-11-04 11:07:55,Standard prices,30,standard
1993022915656,2035-11-04 21:07:55,Send offer,,
1993868245536,2035-11-05 07:07:55,Guest request,,
1993868245536,2035-11-05 17:07:55,Standard prices,25,standard
1993868245536,2035-11-06 03:07:55,Send offer,,
1994770548519,2035-11-06 13:07:55,Guest request,,
1994770548519,2035-11-06 23:07:55,Premium prices,65,premium
1994770548519,2035-11-07 09:07:55,Send offer,,
1995572697212,2035-11-07 19:07:55,Guest request,,
1995572697212,2035-11-08 05:07:55,Premium prices,90,premium
1995572697212,2035-11-08 15:07:55,Send offer,,
1995615647045,2035-11-09 01:07:55,Guest request,,
1995615647045,2035-11-09 11:07:55,Standard prices,42,standard
1995615647045,2035-11-09 21:07:55,Send offer,,
1996556653301,2035-11-10 07:07:55,Guest request,,
1996556653301,2035-11-10 17:07:55,Standard prices,37,standard
1996556653301,2035-11-11 03:07:55,Send offer,,
1996706915425,2035-11-11 13:07:55,Guest request,,
1996706915425,2035-11-11 23:07:55,Premium prices,100,premium
1996706915425,2035-11-12 09:07:55,Send offer,,
1997446786722,2035-11-12 19:07:55,Guest request,,
1997446786722,2035-11-13 05:07:55,Standard prices,49,standard
1997446786722,2035-11-13 15:07:55,Send offer,,
1997514634716,2035-11-14 01:07:55,Guest request,,
1997514634716,2035-11-14 11:07:55,Standard prices,18,standard
1997514634716,2035-11-14 21:07:55,Send offer,,
1998282793834,2035-11-15 07:07:55,Guest request,,
1998282793834,2035-11-15 17:07:55,Standard prices,56,standard
1998282793834,2035-11-16 03:07:55,Send offer,,
1998482889255,2035-11-16 13:07:55,Guest request,,
1998482889255,2035-11-16 23:07:55,Premium prices,64,premium
1998482889255,2035-11-17 09:07:55,Send offer,,
1999223916732,2035-11-17 19:07:55,Guest request,,
1999223916732,2035-11-18 05:07:55,Standard prices,14,standard
1999223916732,2035-11-18 15:07:55,Send offer,,
1999283683440,2035-11-19 01:07:55,Guest request,,
1999283683440,2035-11-19 11:07:55,Standard prices,13,standard
1999283683440,2035-11-19 21:07:55,Send offer,,
1999307914390,2035-11-20 07:07:55,Guest request,,
1999307914390,2035-11-20 17:07:55,Standard prices,23,standard
1999307914390,2035-11-21 03:07:55,Send offer,,
1999574024498,2035-11-21 13:07:55,Guest request,,
1999574024498,2035-11-21 23:07:55,Standard prices,35,standard
1999574024498,2035-11-22 09:07:55,Send offer,,
2000168834806,2035-11-22 19:07:55,Guest request,,
2000168834806,2035-11-23 05:07:55,Premium prices,99,premium
2000168834806,2035-11-23 15:07:55,Send offer,,
2000685266768,2035-11-24 01:07:55,Guest request,,
2000685266768,2035-11-24 11:07:55,Standard prices,36,standard
2000685266768,2035-11-24 21:07:55,Send offer,,
2001048141922,2035-11-25 07:07:55,Guest request,,
2001048141922,2035-11-25 17:07:55,Premium prices,85,premium
2001048141922,2035-11-26 03:07:55,Send offer,,
2001181691599,2035-11-26 13:07:55,Guest request,,
2001181691599,2035-11-26 23:07:55,Standard prices,32,standard
2001181691599,2035-11-27 09:07:55,Send offer,,
2001623924960,2035-11-27 19:07:55,Guest request,,
2001623924960,2035-11-28 05:07:55,Standard prices,13,standard
2001623924960,2035-11-28 15:07:55,Send offer,,
2002520444282,2035-11-29 01:07:55,Guest request,,
2002520444282,2035-11-29 11:07:55,Premium prices,77,premium
2002520444282,2035-11-29 21:07:55,Send offer,,
2002995294787,2035-11-30 07:07:55,Guest request,,
2002995294787,2035-11-30 17:07:55,Premium prices,74,premium
2002995294787,2035-12-01 03:07:55,Send offer,,
2003190742385,2035-12-01 13:07:55,Guest request,,
2003190742385,2035-12-01 23:07:55,Premium prices,72,premium
2003190742385,2035-12-02 09:07:55,Send offer,,
2003436351104,2035-12-02 19:07:55,Guest request,,
2003436351104,2035-12-03 05:07:55,Standard prices,24,standard
2003436351104,2035-12-03 15:07:55,Send offer,,
2003781855263,2035-12-04 01:07:55,Guest request,,
2003781855263,2035-12-04 11:07:55,Standard prices,33,standard
2003781855263,2035-12-04 21:07:55,Send offer,,
2004553490327,2035-12-05 07:07:55,Guest request,,
2004553490327,2035-12-05 17:07:55,Premium prices,87,premium
2004553490327,2035-12-06 03:07:55,Send offer,,
2004644605497,2035-12-06 13:07:55,Guest request,,
2004644605497,2035-12-06 23:07:55,Premium prices,81,premium
2004644605497,2035-12-07 09:07:55,Send offer,,
2004942227289,2035-12-07 19:07:55,Guest request,,
2004942227289,2035-12-08 05:07:55,Standard prices,17,standard
2004942227289,2035-12-08 15:07:55,Send offer,,
2005264862161,2035-12-09 01:07:55,Guest request,,
2005264862161,2035-12-09 11:07:55,Premium prices,61,premium
2005264862161,2035-12-09 21:07:55,Send offer,,
2005475916553,2035-12-10 07:07:55,Guest request,,
2005475916553,2035-12-10 17:07:55,Premium prices,90,premium
2005475916553,2035-12-11 03:07:55,Send offer,,
2005532411141,2035-12-11 13:07:55,Guest request,,
2005532411141,2035-12-11 23:07:55,Standard prices,57,standard
2005532411141,2035-12-12 09:07:55,Send offer,,
2006022033305,2035-12-12 19:07:55,Guest request,,
2006022033305,2035-12-13 05:07:55,Standard prices,53,standard
2006022033305,2035-12-13 15:07:55,Send offer,,
2006450555377,2035-12-14 01:07:55,Guest request,,
2006450555377,2035-12-14 11:07:55,Standard prices,34,standard
2006450555377,2035-12-14 21:07:55,Send offer,,
2007161337386,2035-12-15 07:07:55,Guest request,,
2007161337386,2035-12-15 17:07:55,Standard prices,46,standard
2007161337386,2035-12-16 03:07:55,Send offer,,
2008082371796,2035-12-16 13:07:55,Guest request,,
2008082371796,2035-12-16 23:07:55,Premium prices,98,premium
2008082371796,2035-12-17 09:07:55,Send offer,,
2008803759298,2035-12-17 19:07:55,Guest request,,
2008803759298,2035-12-18 05:07:55,Premium prices,75,premium
2008803759298,2035-12-18 15:07:55,Send offer,,
2008817899078,2035-12-19 01:07:55,Guest request,,
2008817899078,2035-12-19 11:07:55,Premium prices,99,premium
2008817899078,2035-12-19 21:07:55,Send offer,,
2009790092463,2035-12-20 07:07:55,Guest request,,
2009790092463,2035-12-20 17:07:55,Premium prices,72,premium
2009790092463,2035-12-21 03:07:55,Send offer,,
2010601422128,2035-12-21 13:07:55,Guest request,,
2010601422128,2035-12-21 23:07:55,Premium prices,98,premium
2010601422128,2035-12-22 09:07:55,Send offer,,
2011544655217,2035-12-22 19:07:55,Guest request,,
2011544655217,2035-12-23 05:07:55,Standard prices,38,standard
2011544655217,2035-12-23 15:07:55,Send offer,,
2011758068153,2035-12-24 01:07:55,Guest request,,
2011758068153,2035-12-24 11:07:55,Standard prices,49,standard
2011758068153,2035-12-24 21:07:55,Send offer,,
2011958680939,2035-12-25 07:07:55,Guest request,,
