uuid,timestamp,event,age,amount_loan,yearly_income,random_number,check
3756,2022-02-27 12:25:39,Extensive Check,,,,,Extensive Check
3756,2022-02-27 14:25:39,Make Decision,,,,,
3756,2022-02-27 16:25:39,Inform Customer,,,,,
3757,2022-02-20 17:09:15,Customer applies,,,,,
3757,2022-02-20 19:09:15,Check application data,48,90893,15616,660468,
3757,2022-02-20 21:09:15,Extensive Check,,,,,Extensive Check
3757,2022-02-20 23:09:15,Make Decision,,,,,
3757,2022-02-21 01:09:15,Inform Customer,,,,,
3758,2022-03-05 15:51:14,Customer applies,,,,,
3758,2022-03-05 17:51:14,Check application data,43,91352,654794,98161,
3758,2022-03-05 19:51:14,Extensive Check,,,,,Extensive Check
3758,2022-03-05 21:51:14,Make Decision,,,,,
3758,2022-03-05 23:51:14,Inform Customer,,,,,
3759,2022-02-25 08:34:43,Customer applies,,,,,
3759,2022-02-25 10:34:43,Check application data,43,40153,173773,765626,
3759,2022-02-25 12:34:43,Normal Check,,,,,Normal Check
3759,2022-02-25 14:34:43,Make Decision,,,,,
3759,2022-02-25 16:34:43,Inform Customer,,,,,
3760,2022-03-02 13:33:02,Customer applies,,,,,
3760,2022-03-02 15:33:02,Check application data,45,52886,789483,1219999,
3760,2022-03-02 17:33:02,Extensive Check,,,,,Extensive Check
3760,2022-03-02 19:33:02,Make Decision,,,,,
3760,2022-03-02 21:33:02,Inform Customer,,,,,
3761,2022-02-25 14:36:28,Customer applies,,,,,
3761,2022-02-25 16:36:28,Check application data,49,838,763630,365237,
3761,2022-02-25 18:36:28,Simple Check,,,,,Simple Check
3761,2022-02-25 20:36:28,Make Decision,,,,,
3761,2022-02-25 22:36:28,Inform Customer,,,,,
3762,2022-02-23 12:11:21,Customer applies,,,,,
3762,2022-02-23 14:11:21,Check application data,29,51522,857958,1855877,
3762,2022-02-23 16:11:21,Extensive Check,,,,,Extensive Check
3762,2022-02-23 18:11:21,Make Decision,,,,,
3762,2022-02-23 20:11:21,Inform Customer,,,,,
3763,2022-03-01 10:25:40,Customer applies,,,,,
3763,2022-03-01 12:25:40,Check application data,59,6977,10397,881751,
3763,2022-03-01 14:25:40,Simple Check,,,,,Simple Check
3763,2022-03-01 16:25:40,Make Decision,,,,,
3763,2022-03-01 18:25:40,Inform Customer,,,,,
3764,2022-03-01 12:44:58,Customer applies,,,,,
3764,2022-03-01 14:44:58,Check application data,45,4476,975627,131599,
3764,2022-03-01 16:44:58,Simple Check,,,,,Simple Check
3764,2022-03-01 18:44:58,Make Decision,,,,,
3764,2022-03-01 20:44:58,Inform Customer,,,,,
3765,2022-02-23 14:48:04,Customer applies,,,,,
3765,2022-02-23 16:48:04,Check application data,34,27626,256162,1759768,
3765,2022-02-23 18:48:04,Normal Check,,,,,Normal Check
3765,2022-02-23 20:48:04,Make Decision,,,,,
3765,2022-02-23 22:48:04,Inform Customer,,,,,
3766,2022-03-01 17:32:53,Customer applies,,,,,
3766,2022-03-01 19:32:53,Check application data,50,41447,583664,57634,
3766,2022-03-01 21:32:53,Normal Check,,,,,Normal Check
3766,2022-03-01 23:32:53,Make Decision,,,,,
3766,2022-03-02 01:32:53,Inform Customer,,,,,
3767,2022-03-05 14:41:11,Customer applies,,,,,
3767,2022-03-05 16:41:11,Check application data,35,22530,513201,1142319,
3767,2022-03-05 18:41:11,Normal Check,,,,,Normal Check
3767,2022-03-05 20:41:11,Make Decision,,,,,
3767,2022-03-05 22:41:11,Inform Customer,,,,,
3768,2022-03-03 11:00:12,Customer applies,,,,,
3768,2022-03-03 13:00:12,Check application data,50,25561,849742,813790,
3768,2022-03-03 15:00:12,Normal Check,,,,,Normal Check
3768,2022-03-03 17:00:12,Make Decision,,,,,
3768,2022-03-03 19:00:12,Inform Customer,,,,,
3769,2022-02-16 17:04:18,Customer applies,,,,,
3769,2022-02-16 19:04:18,Check application data,43,87702,674980,1736747,
3769,2022-02-16 21:04:18,Extensive Check,,,,,Extensive Check
3769,2022-02-16 23:04:18,Make Decision,,,,,
3769,2022-02-17 01:04:18,Inform Customer,,,,,
3770,2022-02-21 09:35:28,Customer applies,,,,,
3770,2022-02-21 11:35:28,Check application data,30,98393,700391,1952341,
3770,2022-02-21 13:35:28,Extensive Check,,,,,Extensive Check
3770,2022-02-21 15:35:28,Make Decision,,,,,
3770,2022-02-21 17:35:28,Inform Customer,,,,,
3771,2022-03-02 17:48:19,Customer applies,,,,,
3771,2022-03-02 19:48:19,Check application data,38,68556,491502,1450431,
3771,2022-03-02 21:48:19,Extensive Check,,,,,Extensive Check
3771,2022-03-02 23:48:19,Make Decision,,,,,
3771,2022-03-03 01:48:19,Inform Customer,,,,,
3772,2022-02-21 17:25:00,Customer applies,,,,,
3772,2022-02-21 19:25:00,Check application data,55,48032,460385,587518,
3772,2022-02-21 21:25:00,Normal Check,,,,,Normal Check
3772,2022-02-21 23:25:00,Make Decision,,,,,
3772,2022-02-22 01:25:00,Inform Customer,,,,,
3773,2022-02-23 16:25:19,Customer applies,,,,,
3773,2022-02-23 18:25:19,Check application data,32,76319,320486,1848741,
3773,2022-02-23 20:25:19,Extensive Check,,,,,Extensive Check
3773,2022-02-23 22:25:19,Make Decision,,,,,
3773,2022-02-24 00:25:19,Inform Customer,,,,,
3774,2022-02-24 14:33:13,Customer applies,,,,,
3774,2022-02-24 16:33:13,Check application data,55,67887,400592,637447,
3774,2022-02-24 18:33:13,Extensive Check,,,,,Extensive Check
3774,2022-02-24 20:33:13,Make Decision,,,,,
3774,2022-02-24 22:33:13,Inform Customer,,,,,
3775,2022-02-26 17:55:27,Customer applies,,,,,
3775,2022-02-26 19:55:27,Check application data,44,12463,301277,1758834,
3775,2022-02-26 21:55:27,Simple Check,,,,,Simple Check
3775,2022-02-26 23:55:27,Make Decision,,,,,
3775,2022-02-27 01:55:27,Inform Customer,,,,,
3776,2022-03-01 15:05:35,Customer applies,,,,,
3776,2022-03-01 17:05:35,Check application data,34,30789,178518,1072224,
3776,2022-03-01 19:05:35,Normal Check,,,,,Normal Check
3776,2022-03-01 21:05:35,Make Decision,,,,,
3776,2022-03-01 23:05:35,Inform Customer,,,,,
3777,2022-03-01 17:37:52,Customer applies,,,,,
3777,2022-03-01 19:37:52,Check application data,46,4766,612228,1453022,
3777,2022-03-01 21:37:52,Simple Check,,,,,Simple Check
3777,2022-03-01 23:37:52,Make Decision,,,,,
3777,2022-03-02 01:37:52,Inform Customer,,,,,
3778,2022-02-14 10:43:40,Customer applies,,,,,
3778,2022-02-14 12:43:40,Check application data,55,50974,923062,1693229,
3778,2022-02-14 14:43:40,Extensive Check,,,,,Extensive Check
3778,2022-02-14 16:43:40,Make Decision,,,,,
3778,2022-02-14 18:43:40,Inform Customer,,,,,
3779,2022-02-20 18:14:59,Customer applies,,,,,
3779,2022-02-20 20:14:59,Check application data,37,92623,222343,1958811,
3779,2022-02-20 22:14:59,Extensive Check,,,,,Extensive Check
3779,2022-02-21 00:14:59,Make Decision,,,,,
3779,2022-02-21 02:14:59,Inform Customer,,,,,
3780,2022-02-27 14:56:06,Customer applies,,,,,
3780,2022-02-27 16:56:06,Check application data,27,57624,425697,45232,
3780,2022-02-27 18:56:06,Extensive Check,,,,,Extensive Check
3780,2022-02-27 20:56:06,Make Decision,,,,,
3780,2022-02-27 22:56:06,Inform Customer,,,,,
3781,2022-02-27 10:49:35,Customer applies,,,,,
3781,2022-02-27 12:49:35,Check application data,60,40921,898469,136085,
3781,2022-02-27 14:49:35,Normal Check,,,,,Normal Check
3781,2022-02-27 16:49:35,Make Decision,,,,,
3781,2022-02-27 18:49:35,Inform Customer,,,,,
3782,2022-02-17 08:21:54,Customer applies,,,,,
3782,2022-02-17 10:21:54,Check application data,27,35871,887625,1735253,
3782,2022-02-17 12:21:54,Normal Check,,,,,Normal Check
3782,2022-02-17 14:21:54,Make Decision,,,,,
3782,2022-02-17 16:21:54,Inform Customer,,,,,
3783,2022-03-03 17:22:54,Customer applies,,,,,
3783,2022-03-03 19:22:54,Check application data,37,30007,947899,246181,
3783,2022-03-03 21:22:54,Normal Check,,,,,Normal Check
3783,2022-03-03 23:22:54,Make Decision,,,,,
3783,2022-03-04 01:22:54,Inform Customer,,,,,
3784,2022-02-14 08:24:56,Customer applies,,,,,
3784,2022-02-14 10:24:56,Check application data,42,87968,964206,282912,
3784,2022-02-14 12:24:56,Extensive Check,,,,,Extensive Check
3784,2022-02-14 14:24:56,Make Decision,,,,,
3784,2022-02-14 16:24:56,Inform Customer,,,,,
3785,2022-03-05 18:13:56,Customer applies,,,,,
3785,2022-03-05 20:13:56,Check application data,51,37439,196308,1128587,
3785,2022-03-05 22:13:56,Normal Check,,,,,Normal Check
3785,2022-03-06 00:13:56,Make Decision,,,,,
3785,2022-03-06 02:13:56,Inform Customer,,,,,
3786,2022-03-03 13:14:59,Customer applies,,,,,
3786,2022-03-03 15:14:59,Check application data,50,43006,603007,120445,
3786,2022-03-03 17:14:59,Normal Check,,,,,Normal Check
3786,2022-03-03 19:14:59,Make Decision,,,,,
3786,2022-03-03 21:14:59,Inform Customer,,,,,
3787,2022-02-28 09:06:42,Customer applies,,,,,
3787,2022-02-28 11:06:42,Check application data,34,24907,176730,534999,
3787,2022-02-28 13:06:42,Normal Check,,,,,Normal Check
3787,2022-02-28 15:06:42,Make Decision,,,,,
3787,2022-02-28 17:06:42,Inform Customer,,,,,
3788,2022-03-01 16:41:53,Customer applies,,,,,
3788,2022-03-01 18:41:53,Check application data,37,3533,435547,870018,
3788,2022-03-01 20:41:53,Simple Check,,,,,Simple Check
3788,2022-03-01 22:41:53,Make Decision,,,,,
3788,2022-03-02 00:41:53,Inform Customer,,,,,
3789,2022-02-24 12:38:24,Customer applies,,,,,
3789,2022-02-24 14:38:24,Check application data,51,24173,80154,1975739,
3789,2022-02-24 16:38:24,Normal Check,,,,,Normal Check
3789,2022-02-24 18:38:24,Make Decision,,,,,
3789,2022-02-24 20:38:24,Inform Customer,,,,,
3790,2022-02-26 09:09:58,Customer applies,,,,,
3790,2022-02-26 11:09:58,Check application data,43,41077,763954,1533105,
3790,2022-02-26 13:09:58,Normal Check,,,,,Normal Check
3790,2022-02-26 15:09:58,Make Decision,,,,,
3790,2022-02-26 17:09:58,Inform Customer,,,,,
3791,2022-02-15 14:06:46,Customer applies,,,,,
3791,2022-02-15 16:06:46,Check application data,26,40456,657090,110831,
3791,2022-02-15 18:06:46,Normal Check,,,,,Normal Check
3791,2022-02-15 20:06:46,Make Decision,,,,,
3791,2022-02-15 22:06:46,Inform Customer,,,,,
3792,2022-02-18 10:15:35,Customer applies,,,,,
3792,2022-02-18 12:15:35,Check application data,57,14633,375602,658805,
3792,2022-02-18 14:15:35,Simple Check,,,,,Simple Check
3792,2022-02-18 16:15:35,Make Decision,,,,,
3792,2022-02-18 18:15:35,Inform Customer,,,,,
3793,2022-02-14 11:35:35,Customer applies,,,,,
3793,2022-02-14 13:35:35,Check application data,49,20022,234282,1098568,
3793,2022-02-14 15:35:35,Normal Check,,,,,Normal Check
3793,2022-02-14 17:35:35,Make Decision,,,,,
3793,2022-02-14 19:35:35,Inform Customer,,,,,
3794,2022-02-22 13:38:00,Customer applies,,,,,
3794,2022-02-22 15:38:00,Check application data,37,81129,265924,795489,
3794,2022-02-22 17:38:00,Extensive Check,,,,,Extensive Check
3794,2022-02-22 19:38:00,Make Decision,,,,,
3794,2022-02-22 21:38:00,Inform Customer,,,,,
3795,2022-02-16 15:54:17,Customer applies,,,,,
3795,2022-02-16 17:54:17,Check application data,48,18035,411481,950419,
3795,2022-02-16 19:54:17,Simple Check,,,,,Simple Check
3795,2022-02-16 21:54:17,Make Decision,,,,,
3795,2022-02-16 23:54:17,Inform Customer,,,,,
3796,2022-03-01 12:54:03,Customer applies,,,,,
3796,2022-03-01 14:54:03,Check application data,34,57128,743852,604765,
3796,2022-03-01 16:54:03,Extensive Check,,,,,Extensive Check
3796,2022-03-01 18:54:03,Make Decision,,,,,
3796,2022-03-01 20:54:03,Inform Customer,,,,,
3797,2022-02-21 09:38:33,Customer applies,,,,,
3797,2022-02-21 11:38:33,Check application data,49,54627,377079,1086067,
3797,2022-02-21 13:38:33,Extensive Check,,,,,Extensive Check
3797,2022-02-21 15:38:33,Make Decision,,,,,
3797,2022-02-21 17:38:33,Inform Customer,,,,,
3798,2022-02-14 13:30:04,Customer applies,,,,,
3798,2022-02-14 15:30:04,Check application data,51,48289,803318,105900,
3798,2022-02-14 17:30:04,Normal Check,,,,,Normal Check
3798,2022-02-14 19:30:04,Make Decision,,,,,
3798,2022-02-14 21:30:04,Inform Customer,,,,,
3799,2022-02-27 13:28:40,Customer applies,,,,,
3799,2022-02-27 15:28:40,Check application data,40,72605,85701,1569324,
3799,2022-02-27 17:28:40,Extensive Check,,,,,Extensive Check
3799,2022-02-27 19:28:40,Make Decision,,,,,
3799,2022-02-27 21:28:40,Inform Customer,,,,,
3800,2022-02-26 14:30:32,Customer applies,,,,,
3800,2022-02-26 16:30:32,Check application data,46,46923,624479,1571477,
3800,2022-02-26 18:30:32,Normal Check,,,,,Normal Check
3800,2022-02-26 20:30:32,Make Decision,,,,,
3800,2022-02-26 22:30:32,Inform Customer,,,,,
3801,2022-03-03 16:23:21,Customer applies,,,,,
3801,2022-03-03 18:23:21,Check application data,45,77277,535821,1392242,
3801,2022-03-03 20:23:21,Extensive Check,,,,,Extensive Check
3801,2022-03-03 22:23:21,Make Decision,,,,,
3801,2022-03-04 00:23:21,Inform Customer,,,,,
3802,2022-02-19 12:55:41,Customer applies,,,,,
3802,2022-02-19 14:55:41,Check application data,49,7995,444269,1590800,
3802,2022-02-19 16:55:41,Simple Check,,,,,Simple Check
3802,2022-02-19 18:55:41,Make Decision,,,,,
3802,2022-02-19 20:55:41,Inform Customer,,,,,
3803,2022-02-23 11:04:11,Customer applies,,,,,
3803,2022-02-23 13:04:11,Check application data,38,24735,859379,650072,
3803,2022-02-23 15:04:11,Normal Check,,,,,Normal Check
3803,2022-02-23 17:04:11,Make Decision,,,,,
3803,2022-02-23 19:04:11,Inform Customer,,,,,
3804,2022-03-02 15:18:14,Customer applies,,,,,
3804,2022-03-02 17:18:14,Check application data,40,28160,998313,1341572,
3804,2022-03-02 19:18:14,Normal Check,,,,,Normal Check
3804,2022-03-02 21:18:14,Make Decision,,,,,
3804,2022-03-02 23:18:14,Inform Customer,,,,,
3805,2022-02-28 11:41:59,Customer applies,,,,,
3805,2022-02-28 13:41:59,Check application data,56,66226,238073,1424156,
3805,2022-02-28 15:41:59,Extensive Check,,,,,Extensive Check
3805,2022-02-28 17:41:59,Make Decision,,,,,
3805,2022-02-28 19:41:59,Inform Customer,,,,,
3806,2022-02-17 08:04:27,Customer applies,,,,,
3806,2022-02-17 10:04:27,Check application data,39,17494,773767,531908,
3806,2022-02-17 12:04:27,Simple Check,,,,,Simple Check
3806,2022-02-17 14:04:27,Make Decision,,,,,
3806,2022-02-17 16:04:27,Inform Customer,,,,,
3807,2022-03-01 10:53:02,Customer applies,,,,,
3807,2022-03-01 12:53:02,Check application data,32,59724,629642,1448531,
3807,2022-03-01 14:53:02,Extensive Check,,,,,Extensive Check
3807,2022-03-01 16:53:02,Make Decision,,,,,
3807,2022-03-01 18:53:02,Inform Customer,,,,,
3808,2022-02-16 10:19:04,Customer applies,,,,,
3808,2022-02-16 12:19:04,Check application data,34,44437,211474,1232392,
3808,2022-02-16 14:19:04,Normal Check,,,,,Normal Check
3808,2022-02-16 16:19:04,Make Decision,,,,,
3808,2022-02-16 18:19:04,Inform Customer,,,,,
3809,2022-02-14 18:22:46,Customer applies,,,,,
3809,2022-02-14 20:22:46,Check application data,31,23222,584540,1840129,
3809,2022-02-14 22:22:46,Normal Check,,,,,Normal Check
3809,2022-02-15 00:22:46,Make Decision,,,,,
3809,2022-02-15 02:22:46,Inform Customer,,,,,
3810,2022-02-14 12:27:01,Customer applies,,,,,
3810,2022-02-14 14:27:01,Check application data,59,73525,80700,1280407,
3810,2022-02-14 16:27:01,Extensive Check,,,,,Extensive Check
3810,2022-02-14 18:27:01,Make Decision,,,,,
3810,2022-02-14 20:27:01,Inform Customer,,,,,
3811,2022-02-24 16:38:10,Customer applies,,,,,
3811,2022-02-24 18:38:10,Check application data,51,89311,14718,178926,
3811,2022-02-24 20:38:10,Extensive Check,,,,,Extensive Check
3811,2022-02-24 22:38:10,Make Decision,,,,,
3811,2022-02-25 00:38:10,Inform Customer,,,,,
3812,2022-03-03 08:45:59,Customer applies,,,,,
3812,2022-03-03 10:45:59,Check application data,28,92080,157579,1746333,
3812,2022-03-03 12:45:59,Extensive Check,,,,,Extensive Check
3812,2022-03-03 14:45:59,Make Decision,,,,,
3812,2022-03-03 16:45:59,Inform Customer,,,,,
3813,2022-02-26 16:56:04,Customer applies,,,,,
3813,2022-02-26 18:56:04,Check application data,33,42775,85223,1626391,
3813,2022-02-26 20:56:04,Normal Check,,,,,Normal Check
3813,2022-02-26 22:56:04,Make Decision,,,,,
3813,2022-02-27 00:56:04,Inform Customer,,,,,
3814,2022-03-02 14:15:49,Customer applies,,,,,
3814,2022-03-02 16:15:49,Check application data,51,87470,958981,1307336,
3814,2022-03-02 18:15:49,Extensive Check,,,,,Extensive Check
3814,2022-03-02 20:15:49,Make Decision,,,,,
3814,2022-03-02 22:15:49,Inform Customer,,,,,
3815,2022-02-24 13:36:59,Customer applies,,,,,
3815,2022-02-24 15:36:59,Check application data,31,14205,930754,454540,
3815,2022-02-24 17:36:59,Simple Check,,,,,Simple Check
3815,2022-02-24 19:36:59,Make Decision,,,,,
3815,2022-02-24 21:36:59,Inform Customer,,,,,
3816,2022-02-14 13:15:46,Customer applies,,,,,
3816,2022-02-14 15:15:46,Check application data,56,81429,944150,377977,
3816,2022-02-14 17:15:46,Extensive Check,,,,,Extensive Check
3816,2022-02-14 19:15:46,Make Decision,,,,,
3816,2022-02-14 21:15:46,Inform Customer,,,,,
3817,2022-02-15 17:24:19,Customer applies,,,,,
3817,2022-02-15 19:24:19,Check application data,56,48370,523973,1019689,
3817,2022-02-15 21:24:19,Normal Check,,,,,Normal Check
3817,2022-02-15 23:24:19,Make Decision,,,,,
3817,2022-02-16 01:24:19,Inform Customer,,,,,
3818,2022-02-25 13:10:11,Customer applies,,,,,
3818,2022-02-25 15:10:11,Check application data,35,82936,365287,123183,
3818,2022-02-25 17:10:11,Extensive Check,,,,,Extensive Check
3818,2022-02-25 19:10:11,Make Decision,,,,,
3818,2022-02-25 21:10:11,Inform Customer,,,,,
3819,2022-02-24 12:31:47,Customer applies,,,,,
3819,2022-02-24 14:31:47,Check application data,38,99518,426649,555510,
3819,2022-02-24 16:31:47,Extensive Check,,,,,Extensive Check
3819,2022-02-24 18:31:47,Make Decision,,,,,
3819,2022-02-24 20:31:47,Inform Customer,,,,,
3820,2022-03-03 14:50:22,Customer applies,,,,,
3820,2022-03-03 16:50:22,Check application data,30,40885,701992,1880553,
3820,2022-03-03 18:50:22,Normal Check,,,,,Normal Check
3820,2022-03-03 20:50:22,Make Decision,,,,,
3820,2022-03-03 22:50:22,Inform Customer,,,,,
3821,2022-02-28 17:13:51,Customer applies,,,,,
3821,2022-02-28 19:13:51,Check application data,33,47333,573087,1179024,
3821,2022-02-28 21:13:51,Normal Check,,,,,Normal Check
3821,2022-02-28 23:13:51,Make Decision,,,,,
3821,2022-03-01 01:13:51,Inform Customer,,,,,
3822,2022-03-05 13:47:12,Customer applies,,,,,
3822,2022-03-05 15:47:12,Check application data,26,72469,242238,1183923,
3822,2022-03-05 17:47:12,Extensive Check,,,,,Extensive Check
3822,2022-03-05 19:47:12,Make Decision,,,,,
3822,2022-03-05 21:47:12,Inform Customer,,,,,
3823,2022-02-22 17:12:16,Customer applies,,,,,
3823,2022-02-22 19:12:16,Check application data,60,3565,565378,365533,
3823,2022-02-22 21:12:16,Simple Check,,,,,Simple Check
3823,2022-02-22 23:12:16,Make Decision,,,,,
3823,2022-02-23 01:12:16,Inform Customer,,,,,
3824,2022-02-28 12:01:19,Customer applies,,,,,
3824,2022-02-28 14:01:19,Check application data,55,68313,262858,461860,
3824,2022-02-28 16:01:19,Extensive Check,,,,,Extensive Check
3824,2022-02-28 18:01:19,Make Decision,,,,,
3824,2022-02-28 20:01:19,Inform Customer,,,,,
3825,2022-03-04 16:14:48,Customer applies,,,,,
3825,2022-03-04 18:14:48,Check application data,39,77802,867826,984447,
3825,2022-03-04 20:14:48,Extensive Check,,,,,Extensive Check
3825,2022-03-04 22:14:48,Make Decision,,,,,
3825,2022-03-05 00:14:48,Inform Customer,,,,,
3826,2022-02-28 12:28:29,Customer applies,,,,,
3826,2022-02-28 14:28:29,Check application data,33,94997,782724,1278476,
3826,2022-02-28 16:28:29,Extensive Check,,,,,Extensive Check
3826,2022-02-28 18:28:29,Make Decision,,,,,
3826,2022-02-28 20:28:29,Inform Customer,,,,,
3827,2022-02-26 12:02:35,Customer applies,,,,,
3827,2022-02-26 14:02:35,Check application data,57,71053,876355,1140597,
3827,2022-02-26 16:02:35,Extensive Check,,,,,Extensive Check
3827,2022-02-26 18:02:35,Make Decision,,,,,
3827,2022-02-26 20:02:35,Inform Customer,,,,,
3828,2022-02-15 13:24:07,Customer applies,,,,,
3828,2022-02-15 15:24:07,Check application data,57,1678,329165,176044,
3828,2022-02-15 17:24:07,Simple Check,,,,,Simple Check
3828,2022-02-15 19:24:07,Make Decision,,,,,
3828,2022-02-15 21:24:07,Inform Customer,,,,,
3829,2022-02-19 09:24:40,Customer applies,,,,,
3829,2022-02-19 11:24:40,Check application data,54,47013,617906,540844,
3829,2022-02-19 13:24:40,Normal Check,,,,,Normal Check
3829,2022-02-19 15:24:40,Make Decision,,,,,
3829,2022-02-19 17:24:40,Inform Customer,,,,,
3830,2022-03-04 13:07:41,Customer applies,,,,,
3830,2022-03-04 15:07:41,Check application data,28,30158,253421,1662839,
3830,2022-03-04 17:07:41,Normal Check,,,,,Normal Check
3830,2022-03-04 19:07:41,Make Decision,,,,,
3830,2022-03-04 21:07:41,Inform Customer,,,,,
3831,2022-02-24 16:32:03,Customer applies,,,,,
3831,2022-02-24 18:32:03,Check application data,27,37782,977677,1685119,
3831,2022-02-24 20:32:03,Normal Check,,,,,Normal Check
3831,2022-02-24 22:32:03,Make Decision,,,,,
3831,2022-02-25 00:32:03,Inform Customer,,,,,
3832,2022-02-14 09:47:04,Customer applies,,,,,
3832,2022-02-14 11:47:04,Check application data,58,49167,834927,700778,
3832,2022-02-14 13:47:04,Normal Check,,,,,Normal Check
3832,2022-02-14 15:47:04,Make Decision,,,,,
3832,2022-02-14 17:47:04,Inform Customer,,,,,
3833,2022-02-20 15:55:05,Customer applies,,,,,
3833,2022-02-20 17:55:05,Check application data,27,83934,216096,1853840,
3833,2022-02-20 19:55:05,Extensive Check,,,,,Extensive Check
3833,2022-02-20 21:55:05,Make Decision,,,,,
3833,2022-02-20 23:55:05,Inform Customer,,,,,
3834,2022-03-05 15:35:39,Customer applies,,,,,
3834,2022-03-05 17:35:39,Check application data,34,82297,354726,1244407,
3834,2022-03-05 19:35:39,Extensive Check,,,,,Extensive Check
3834,2022-03-05 21:35:39,Make Decision,,,,,
3834,2022-03-05 23:35:39,Inform Customer,,,,,
3835,2022-03-05 14:18:33,Customer applies,,,,,
3835,2022-03-05 16:18:33,Check application data,33,60518,777454,1482511,
3835,2022-03-05 18:18:33,Extensive Check,,,,,Extensive Check
3835,2022-03-05 20:18:33,Make Decision,,,,,
3835,2022-03-05 22:18:33,Inform Customer,,,,,
3836,2022-02-20 18:25:46,Customer applies,,,,,
3836,2022-02-20 20:25:46,Check application data,41,71693,873027,1015401,
3836,2022-02-20 22:25:46,Extensive Check,,,,,Extensive Check
3836,2022-02-21 00:25:46,Make Decision,,,,,
3836,2022-02-21 02:25:46,Inform Customer,,,,,
3837,2022-02-16 12:50:00,Customer applies,,,,,
3837,2022-02-16 14:50:00,Check application data,56,99277,372804,338690,
3837,2022-02-16 16:50:00,Extensive Check,,,,,Extensive Check
3837,2022-02-16 18:50:00,Make Decision,,,,,
3837,2022-02-16 20:50:00,Inform Customer,,,,,
3838,2022-02-17 17:39:25,Customer applies,,,,,
3838,2022-02-17 19:39:25,Check application data,37,66038,75682,1305135,
3838,2022-02-17 21:39:25,Extensive Check,,,,,Extensive Check
3838,2022-02-17 23:39:25,Make Decision,,,,,
3838,2022-02-18 01:39:25,Inform Customer,,,,,
3839,2022-02-19 10:36:10,Customer applies,,,,,
3839,2022-02-19 12:36:10,Check application data,51,72861,109835,1784745,
3839,2022-02-19 14:36:10,Extensive Check,,,,,Extensive Check
3839,2022-02-19 16:36:10,Make Decision,,,,,
3839,2022-02-19 18:36:10,Inform Customer,,,,,
3840,2022-02-16 14:55:39,Customer applies,,,,,
3840,2022-02-16 16:55:39,Check application data,34,16747,929649,885448,
3840,2022-02-16 18:55:39,Simple Check,,,,,Simple Check
3840,2022-02-16 20:55:39,Make Decision,,,,,
3840,2022-02-16 22:55:39,Inform Customer,,,,,
3841,2022-02-16 12:20:04,Customer applies,,,,,
3841,2022-02-16 14:20:04,Check application data,37,55875,76816,1826425,
3841,2022-02-16 16:20:04,Extensive Check,,,,,Extensive Check
3841,2022-02-16 18:20:04,Make Decision,,,,,
3841,2022-02-16 20:20:04,Inform Customer,,,,,
3842,2022-03-04 18:24:21,Customer applies,,,,,
3842,2022-03-04 20:24:21,Check application data,33,79545,948876,1750662,
3842,2022-03-04 22:24:21,Extensive Check,,,,,Extensive Check
3842,2022-03-05 00:24:21,Make Decision,,,,,
3842,2022-03-05 02:24:21,Inform Customer,,,,,
3843,2022-02-22 16:36:46,Customer applies,,,,,
3843,2022-02-22 18:36:46,Check application data,51,90543,296590,1868862,
3843,2022-02-22 20:36:46,Extensive Check,,,,,Extensive Check
3843,2022-02-22 22:36:46,Make Decision,,,,,
3843,2022-02-23 00:36:46,Inform Customer,,,,,
3844,2022-03-01 17:10:29,Customer applies,,,,,
3844,2022-03-01 19:10:29,Check application data,32,80723,893817,1173437,
3844,2022-03-01 21:10:29,Extensive Check,,,,,Extensive Check
3844,2022-03-01 23:10:29,Make Decision,,,,,
3844,2022-03-02 01:10:29,Inform Customer,,,,,
3845,2022-02-17 12:50:48,Customer applies,,,,,
3845,2022-02-17 14:50:48,Check application data,44,94987,738474,627272,
3845,2022-02-17 16:50:48,Extensive Check,,,,,Extensive Check
3845,2022-02-17 18:50:48,Make Decision,,,,,
3845,2022-02-17 20:50:48,Inform Customer,,,,,
3846,2022-02-23 15:52:00,Customer applies,,,,,
3846,2022-02-23 17:52:00,Check application data,34,48590,233494,1336311,
3846,2022-02-23 19:52:00,Normal Check,,,,,Normal Check
3846,2022-02-23 21:52:00,Make Decision,,,,,
3846,2022-02-23 23:52:00,Inform Customer,,,,,
3847,2022-02-15 14:25:05,Customer applies,,,,,
3847,2022-02-15 16:25:05,Check application data,46,82540,219153,798343,
3847,2022-02-15 18:25:05,Extensive Check,,,,,Extensive Check
3847,2022-02-15 20:25:05,Make Decision,,,,,
3847,2022-02-15 22:25:05,Inform Customer,,,,,
3848,2022-02-14 09:17:42,Customer applies,,,,,
3848,2022-02-14 11:17:42,Check application data,40,44356,772212,1510454,
3848,2022-02-14 13:17:42,Normal Check,,,,,Normal Check
3848,2022-02-14 15:17:42,Make Decision,,,,,
3848,2022-02-14 17:17:42,Inform Customer,,,,,
3849,2022-02-26 15:53:49,Customer applies,,,,,
3849,2022-02-26 17:53:49,Check application data,38,62175,298402,1458642,
3849,2022-02-26 19:53:49,Extensive Check,,,,,Extensive Check
3849,2022-02-26 21:53:49,Make Decision,,,,,
3849,2022-02-26 23:53:49,Inform Customer,,,,,
3850,2022-02-14 14:02:12,Customer applies,,,,,
3850,2022-02-14 16:02:12,Check application data,54,22269,814204,1715856,
